No,서울특별시 강남구 K타워(삼성동 158-23),경도,위도,상태
1,서울특별시 강남구 K타워(삼성동 158-23),127.06235572781,37.4960708164601,인근좌표
2,서울특별시 강남구 도곡동 949-3,127.033332693202,37.4871722424542,정좌표
3,서울특별시 강남구 도곡동 949-3,127.033332693202,37.4871722424542,정좌표
4,서울특별시 강남구 역삼동 837,127.031164718346,37.4915706032847,정좌표
5,서울특별시 강남구 역삼동 837,127.031164718346,37.4915706032847,정좌표
6,서울특별시 강남구 역삼동 826-22,127.029189647385,37.4957065426907,정좌표
7,서울특별시 강남구 역삼동 826-22,127.029189647385,37.4957065426907,정좌표
8,서울특별시 강남구 역삼동 826-20,127.029529183662,37.4953287549871,정좌표
9,서울특별시 강남구 역삼동 826-20,127.029529183662,37.4953287549871,정좌표
10,서울특별시 강남구 역삼동 735,127.033018540039,37.4992589409164,정좌표
11,서울특별시 강남구 역삼동 735,127.033018540039,37.4992589409164,정좌표
12,서울특별시 강남구 역삼동 718-2,127.038996756383,37.5010967820733,정좌표
13,서울특별시 강남구 역삼동 718-2,127.038996756383,37.5010967820733,정좌표
14,서울특별시 강남구 역삼동 706-1,127.044077738943,37.5025811981928,정좌표
15,서울특별시 강남구 역삼동 706-1,127.044077738943,37.5025811981928,정좌표
16,서울특별시 강남구 대치동 890-6,127.051515275954,37.5048458106519,정좌표
17,서울특별시 강남구 대치동 890-6,127.051515275954,37.5048458106519,정좌표
18,서울특별시 강남구 대치동945-2,127.061580144159,37.507955710961,정좌표
19,서울특별시 강남구 대치동945-2,127.061580144159,37.507955710961,정좌표
20,서울특별시 강남구 대치동 997-4,127.066358258286,37.5092560581479,정좌표
21,서울특별시 강남구 대치동 997-4,127.066358258286,37.5092560581479,정좌표
22,서울특별시 강남구 대치동 998,127.067064942607,37.5092211936668,정좌표
23,서울특별시 강남구 대치동 998,127.067064942607,37.5092211936668,정좌표
24,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,127.054762052904,37.5057740279683,정좌표
25,서울특별시 강남구 테헤란로 432 DB금융센터빌딩,127.054762052904,37.5057740279683,정좌표
26,서울특별시 강남구 대치동 892 포스코빌딩,127.056128945899,37.5057809964629,정좌표
27,서울특별시 강남구 대치동 892 포스코빌딩,127.056128945899,37.5057809964629,정좌표
28,서울특별시 강남구 대치동 892 포스코빌딩,127.056128945899,37.5057809964629,정좌표
29,서울특별시 강남구 대치동 892 포스코빌딩,127.056128945899,37.5057809964629,정좌표
30,서울특별시 강남구 504 해성1빌딩,127.06235572781,37.4960708164601,인근좌표
31,서울특별시 강남구 504 해성1빌딩,127.06235572781,37.4960708164601,인근좌표
32,서울특별시 강남구 510 루첸타워,127.06235572781,37.4960708164601,인근좌표
33,서울특별시 강남구 510 루첸타워,127.06235572781,37.4960708164601,인근좌표
34,서울특별시 강남구 대치동 961,127.059084828786,37.5030126963299,정좌표
35,서울특별시 강남구 대치동 961,127.059084828786,37.5030126963299,정좌표
36,서울특별시 강남구 대치동 966-5,127.062391583399,37.5039654280346,정좌표
37,서울특별시 강남구 대치동 966-5,127.062391583399,37.5039654280346,정좌표
38,서울특별시 강남구 대치동 986-6,127.064474334576,37.5003113682325,정좌표
39,서울특별시 강남구 대치동 986-6,127.064474334576,37.5003113682325,정좌표
40,서울특별시 강남구 대치동 941-20,127.060047524935,37.4989791973774,정좌표
41,서울특별시 강남구 대치동 941-20,127.060047524935,37.4989791973774,정좌표
42,서울특별시 강남구 대치동 939-21,127.056440558848,37.4978071172286,정좌표
43,서울특별시 강남구 대치동 939-21,127.056440558848,37.4978071172286,정좌표
44,서울특별시 강남구 대치동 938-23,127.054943570747,37.4973077696631,정좌표
45,서울특별시 강남구 대치동 938-23,127.054943570747,37.4973077696631,정좌표
46,서울특별시 강남구 대치동 1024-4,127.056235412363,37.4970002987427,정좌표
47,서울특별시 강남구 대치동 1024-4,127.056235412363,37.4970002987427,정좌표
48,서울특별시 강남구 대치동 1022-1,127.058609653881,37.4978678955325,정좌표
49,서울특별시 강남구 대치동 1022-1,127.058609653881,37.4978678955325,정좌표
50,서울특별시 강남구 대치동 1021-8,127.060621228084,37.4983867384716,정좌표
51,서울특별시 강남구 대치동 1021-8,127.060621228084,37.4983867384716,정좌표
52,서울특별시 강남구 대치동 989-1,127.061617411297,37.498801241373,정좌표
53,서울특별시 강남구 대치동 989-1,127.061617411297,37.498801241373,정좌표
54,서울특별시 강남구 대치동 990-1,127.063420222636,37.4994057495039,정좌표
55,서울특별시 강남구 대치동 990-1,127.063420222636,37.4994057495039,정좌표
56,서울특별시 강남구 역삼동 785-15,127.045887946632,37.4942971773039,정좌표
57,서울특별시 강남구 역삼동 785-15,127.045887946632,37.4942971773039,정좌표
58,서울특별시 강남구 역삼동 788-32,127.041772297221,37.4929923273281,정좌표
59,서울특별시 강남구 역삼동 788-32,127.041772297221,37.4929923273281,정좌표
60,서울특별시 강남구 역삼동 799-21,127.038518231933,37.4919427836126,정좌표
61,서울특별시 강남구 역삼동 799-21,127.038518231933,37.4919427836126,정좌표
62,서울특별시 강남구 역삼동 839-17,127.033420356137,37.4903698381148,정좌표
63,서울특별시 강남구 역삼동 839-17,127.033420356137,37.4903698381148,정좌표
64,서울특별시 강남구 도곡동 943-2,127.032831541696,37.4896466836389,정좌표
65,서울특별시 강남구 도곡동 943-2,127.032831541696,37.4896466836389,정좌표
66,서울특별시 강남구 도곡동 545-7,127.038836707676,37.49144480572,정좌표
67,서울특별시 강남구 도곡동 545-7,127.038836707676,37.49144480572,정좌표
68,서울특별시 강남구 도곡동 543-5,127.042405176296,37.4924585587098,정좌표
69,서울특별시 강남구 도곡동 543-5,127.042405176296,37.4924585587098,정좌표
70,서울특별시 강남구 대치동940-3 다이소매장앞,127.05772577198,37.4985107808652,정좌표
71,서울특별시 강남구 대치동940-3 다이소매장앞,127.05772577198,37.4985107808652,정좌표
72,서울특별시 강남구 대치동 605,127.061319636301,37.4940151513906,정좌표
73,서울특별시 강남구 대치동 605,127.061319636301,37.4940151513906,정좌표
74,서울특별시 강남구 대치동 629,127.058586896372,37.4928529743581,정좌표
75,서울특별시 강남구 대치동 629,127.058586896372,37.4928529743581,정좌표
76,서울특별시 강남구 대치동 651,127.057357415346,37.4921991473979,정좌표
77,서울특별시 강남구 대치동 651,127.057357415346,37.4921991473979,정좌표
78,서울특별시 강남구 도곡동 180-13,127.044830539784,37.4863735583691,정좌표
79,서울특별시 강남구 도곡동 180-13,127.044830539784,37.4863735583691,정좌표
80,서울특별시 강남구 도곡동 411-20,127.045406918027,37.4859470995727,정좌표
81,서울특별시 강남구 도곡동 411-20,127.045406918027,37.4859470995727,정좌표
82,서울특별시 강남구 도곡동 463,127.047085625258,37.4866078276454,정좌표
83,서울특별시 강남구 도곡동 463,127.047085625258,37.4866078276454,정좌표
84,서울특별시 강남구 대치동 1009-5,127.067742239173,37.5016325645414,정좌표
85,서울특별시 강남구 대치동 1009-5,127.067742239173,37.5016325645414,정좌표
86,서울특별시 강남구 대치동 1008-3,127.06702155996,37.5030264556746,정좌표
87,서울특별시 강남구 대치동 1008-3,127.06702155996,37.5030264556746,정좌표
88,서울특별시 강남구 대치동 1007,127.066148166264,37.5045627253523,정좌표
89,서울특별시 강남구 대치동 1007,127.066148166264,37.5045627253523,정좌표
90,서울특별시 강남구 대치동 1001,127.064534105339,37.5074193959118,정좌표
91,서울특별시 강남구 대치동 1001,127.064534105339,37.5074193959118,정좌표
92,서울특별시 강남구 대치동 995-9,127.064203189489,37.5079276163874,정좌표
93,서울특별시 강남구 대치동 995-9,127.064203189489,37.5079276163874,정좌표
94,서울특별시 강남구 대치동 946-11,127.06299662879,37.507868758331,정좌표
95,서울특별시 강남구 대치동 946-11,127.06299662879,37.507868758331,정좌표
96,서울특별시 강남구 대치동 947-7,127.063456657758,37.5070456173628,정좌표
97,서울특별시 강남구 대치동 947-7,127.063456657758,37.5070456173628,정좌표
98,서울특별시 강남구 대치동 949-11,127.064474393871,37.5052230722521,정좌표
99,서울특별시 강남구 대치동 949-11,127.064474393871,37.5052230722521,정좌표
100,서울특별시 강남구 대치동 983-8,127.065957853797,37.5024689503517,인근좌표
101,서울특별시 강남구 대치동 983-8,127.065957853797,37.5024689503517,인근좌표
102,서울특별시 강남구 대치동 984-4,127.066370602818,37.5018021119134,정좌표
103,서울특별시 강남구 대치동 984-4,127.066370602818,37.5018021119134,정좌표
104,서울특별시 강남구 대치동 984-6,127.066632928058,37.5013299730826,정좌표
105,서울특별시 강남구 대치동 984-6,127.066632928058,37.5013299730826,정좌표
106,서울특별시 강남구 대치동 50-8,127.070408829442,37.4971538530209,정좌표
107,서울특별시 강남구 대치동 50-8,127.070408829442,37.4971538530209,정좌표
108,서울특별시 강남구 대치동 993-2,127.067068895682,37.5004714041805,정좌표
109,서울특별시 강남구 대치동 993-2,127.067068895682,37.5004714041805,정좌표
110,서울특별시 강남구 대치동 994-16,127.068269838924,37.4983484999808,정좌표
111,서울특별시 강남구 대치동 994-16,127.068269838924,37.4983484999808,정좌표
112,서울특별시 강남구 대치동 994-8,127.068043986031,37.4986911898802,정좌표
113,서울특별시 강남구 대치동 994-8,127.068043986031,37.4986911898802,정좌표
114,서울특별시 강남구 대치동 994-10 스타벅스 앞,127.068480857427,37.4980284924643,정좌표
115,서울특별시 강남구 대치동 994-10 스타벅스 앞,127.068480857427,37.4980284924643,정좌표
116,서울특별시 강남구 대치동 1020,127.061500911449,37.4983741534512,정좌표
117,서울특별시 강남구 대치동 1020,127.061500911449,37.4983741534512,정좌표
118,서울특별시 강남구 대치동 988-14,127.061102799311,37.4993811074193,정좌표
119,서울특별시 강남구 대치동 988-14,127.061102799311,37.4993811074193,정좌표
120,서울특별시 강남구 대치동 974-1,127.060106107679,37.5008390623794,정좌표
121,서울특별시 강남구 대치동 974-1,127.060106107679,37.5008390623794,정좌표
122,서울특별시 강남구 대치동 962-21,127.059881502249,37.5014982743109,정좌표
123,서울특별시 강남구 대치동 962-21,127.059881502249,37.5014982743109,정좌표
124,서울특별시 강남구 대치동 960-4,127.058782607894,37.5035614072145,정좌표
125,서울특별시 강남구 대치동 960-4,127.058782607894,37.5035614072145,정좌표
126,서울특별시 강남구 대치동 957-13,127.057785899209,37.5052933913947,정좌표
127,서울특별시 강남구 대치동 957-13,127.057785899209,37.5052933913947,정좌표
128,서울특별시 강남구 대치동 903-29,127.058087581686,37.5033139129621,정좌표
129,서울특별시 강남구 대치동 903-29,127.058087581686,37.5033139129621,정좌표
130,서울특별시 강남구 대치동 913-16,127.058931932014,37.5016785818902,정좌표
131,서울특별시 강남구 대치동 913-16,127.058931932014,37.5016785818902,정좌표
132,서울특별시 강남구 대치동 1019-14,127.060871525961,37.498036936346,정좌표
133,서울특별시 강남구 대치동 1019-14,127.060871525961,37.498036936346,정좌표
134,서울특별시 강남구 대치동 897,127.050059067422,37.5028793796736,정좌표
135,서울특별시 강남구 대치동 897,127.050059067422,37.5028793796736,정좌표
136,서울특별시 강남구 대치동 889-33,127.049411164721,37.503860828443,정좌표
137,서울특별시 강남구 대치동 889-33,127.049411164721,37.503860828443,정좌표
138,서울특별시 강남구 도곡동 106-1,127.053498302797,37.4926886096386,정좌표
139,서울특별시 강남구 도곡동 106-1,127.053498302797,37.4926886096386,정좌표
140,서울특별시 강남구 도곡동 91,127.053023466496,37.4910146777084,정좌표
141,서울특별시 강남구 도곡동 91,127.053023466496,37.4910146777084,정좌표
142,서울특별시 강남구 206 대치동부센트레빌 101동 앞,127.069199370851,37.5023914759923,인근좌표
143,서울특별시 강남구 206 대치동부센트레빌 101동 앞,127.069199370851,37.5023914759923,인근좌표
144,서울특별시 강남구 역삼동 734-17,127.039373020701,37.4962114449415,정좌표
145,서울특별시 강남구 역삼동 734-17,127.039373020701,37.4962114449415,정좌표
146,서울특별시 강남구 일원동 712-1,127.087807482128,37.4921646745495,정좌표
147,서울특별시 강남구 일원동 712-1,127.087807482128,37.4921646745495,정좌표
148,서울특별시 강남구 일원동 643-5,127.087344467886,37.492110120335,정좌표
149,서울특별시 강남구 일원동 643-5,127.087344467886,37.492110120335,정좌표
150,서울특별시 강남구 개포동 183,127.070005883249,37.4904167132332,정좌표
151,서울특별시 강남구 개포동 183,127.070005883249,37.4904167132332,정좌표
152,서울특별시 강남구 개포동 182-1,127.068187373306,37.4897745117704,정좌표
153,서울특별시 강남구 개포동 182-1,127.068187373306,37.4897745117704,정좌표
154,서울특별시 강남구 개포동 186,127.066630213182,37.4889510694148,정좌표
155,서울특별시 강남구 개포동 186,127.066630213182,37.4889510694148,정좌표
156,서울특별시 강남구 개포동 655-3,127.053219041279,37.4811159395577,정좌표
157,서울특별시 강남구 개포동 655-3,127.053219041279,37.4811159395577,정좌표
158,서울특별시 강남구 개포동 1231-1,127.047332912367,37.4784563904972,정좌표
159,서울특별시 강남구 개포동 1231-1,127.047332912367,37.4784563904972,정좌표
160,서울특별시 강남구 개포동 1239-19,127.045076721758,37.4785536172987,정좌표
161,서울특별시 강남구 개포동 1239-19,127.045076721758,37.4785536172987,정좌표
162,서울특별시 강남구 개포동 1246-2,127.045907404035,37.4787012410348,정좌표
163,서울특별시 강남구 개포동 1246-2,127.045907404035,37.4787012410348,정좌표
164,서울특별시 강남구 일원동 613,127.074604900086,37.4893506917705,정좌표
165,서울특별시 강남구 일원동 613,127.074604900086,37.4893506917705,정좌표
166,서울특별시 강남구 개포동 152,127.065883899766,37.486702293526,정좌표
167,서울특별시 강남구 개포동 152,127.065883899766,37.486702293526,정좌표
168,서울특별시 강남구 개포동 186-2,127.066930230421,37.488365957303,정좌표
169,서울특별시 강남구 개포동 186-2,127.066930230421,37.488365957303,정좌표
170,서울특별시 강남구 개포동 650 구룡중학교 앞,127.056403184595,37.4858909392108,정좌표
171,서울특별시 강남구 개포동 650 구룡중학교 앞,127.056403184595,37.4858909392108,정좌표
172,서울특별시 강남구 도곡동 467-18,127.051028852595,37.4870708764996,정좌표
173,서울특별시 강남구 도곡동 467-18,127.051028852595,37.4870708764996,정좌표
174,서울특별시 강남구 개포동 1194-6,127.04842847957,37.4743784861216,정좌표
175,서울특별시 강남구 개포동 1194-6,127.04842847957,37.4743784861216,정좌표
176,서울특별시 강남구 개포동 1229-4,127.045322904237,37.4773815979886,정좌표
177,서울특별시 강남구 개포동 1229-4,127.045322904237,37.4773815979886,정좌표
178,서울특별시 강남구 도곡동 518-10,127.043015830807,37.4824150796577,정좌표
179,서울특별시 강남구 도곡동 518-10,127.043015830807,37.4824150796577,정좌표
180,서울특별시 강남구 도곡동 459-4,127.047032471036,37.4832689049948,정좌표
181,서울특별시 강남구 도곡동 459-4,127.047032471036,37.4832689049948,정좌표
182,서울특별시 강남구 일원동 617 영희초등학교,127.081252515478,37.4919325270619,정좌표
183,서울특별시 강남구 일원동 617 영희초등학교,127.081252515478,37.4919325270619,정좌표
184,서울특별시 강남구 일원본동 731,127.077486881826,37.4818809937399,정좌표
185,서울특별시 강남구 일원본동 731,127.077486881826,37.4818809937399,정좌표
186,서울특별시 강남구 수서동 724,127.103116361007,37.4873182664326,정좌표
187,서울특별시 강남구 수서동 724,127.103116361007,37.4873182664326,정좌표
188,서울특별시 강남구 개포동 273 포이초등학교 앞,127.072238867663,37.49313178708,인근좌표
189,서울특별시 강남구 개포동 273 포이초등학교 앞,127.072238867663,37.49313178708,인근좌표
190,서울특별시 강남구 개포동 272 국악고등학교 앞,127.072238867663,37.49313178708,인근좌표
191,서울특별시 강남구 개포동 272 국악고등학교 앞,127.072238867663,37.49313178708,인근좌표
192,서울특별시 강남구 역삼동747-24,127.038678378459,37.4962305729639,정좌표
193,서울특별시 강남구 역삼동747-24,127.038678378459,37.4962305729639,정좌표
